Release_Date,Title,Overview,Popularity,Vote_Count,Vote_Average,Original_Language,Genre,Poster_Url
11/2/2021,Single Mother by Choice,"Tracking a real-life pregnancy, this fictional film tells the story of a Latinx workaholic who’s determined to have a baby on her own terms and gets more than she bargained for when she gets pregnant in the year 2020.",27.165,25,7.5,en,"Comedy, Drama",https://image.tmdb.org/t/p/original/1Nb3HcYjV3aEDWFrL0jsNmkFeJ0.jpg
11/2/2021,Skipping Stones,"Nearly a decade after a tragic accident costs a young man his life, his sister, Amanda (Gabrielle Kalomiris) and best friend, David (Nathaniel Ansbach) are still peeling back the layers of grief and guilt that come with being left behind.",69.857,3,5.3,en,Drama,https://image.tmdb.org/t/p/original/fp95lukF1HE9c7FudoiS4HS8hv5.jpg
11/3/2021,Eternals,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",1537.406,4726,7.2,en,Science Fiction,https://image.tmdb.org/t/p/original/zByhtBvX99ZiCQhac1sh9d9r6nb.jpg
11/3/2021,Lords of Scam,This documentary traces the rise and crash of scammers who conned the EU carbon quota system and pocketed millions before turning on one another.,16.42,28,6.8,fr,Documentary,https://image.tmdb.org/t/p/original/9bSeG8T4B2lZCCOqeuxIa0Iap2R.jpg
11/3/2021,"Paris, 13th District","Émilie meets Camille who is attracted to Nora, who crosses paths with Amber. Three girls and a boy – They’re friends, sometimes lovers and often both.",16.192,73,7.2,fr,"Drama, Romance",https://image.tmdb.org/t/p/original/kSXPsrausCYVsDnQaJfhzqR9fV7.jpg
11/4/2021,Amina,"In 16th-century Zazzau, now Zaria, Nigeria, Amina must utilize her military skills and tactics to defend her family's kingdom. Based on a true story.",237.262,92,6.5,en,"War, History, Drama",https://image.tmdb.org/t/p/original/hMIQiwLpBfTfe3ZbRlNx4225Mgg.jpg
11/4/2021,Finch,"On a post-apocalyptic Earth, a robot, built to protect the life of his dying creator's beloved dog, learns about life, love, friendship, and what it means to be human.",348.942,2075,8.1,en,"Science Fiction, Drama, Adventure",https://image.tmdb.org/t/p/original/jKuDyqx7jrjiR9cDzB5pxzhJAdv.jpg
11/4/2021,Red Notice,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",1178.544,3193,6.8,en,"Action, Comedy, Crime, Thriller",https://image.tmdb.org/t/p/original/lAXONuqg41NwUMuzMiFvicDET9Y.jpg
11/4/2021,Spencer,"During her Christmas holidays with the royal family at the Sandringham estate in Norfolk, England, Diana decides to leave her marriage to Prince Charles.",84.295,580,7.2,en,Drama,https://image.tmdb.org/t/p/original/7GcqdBKaMM9BWXWN07BirBMkcBF.jpg
11/5/2021,Dangerous,"A reformed sociopath heads to a remote island after the death of his brother. Soon after his arrival, the island falls under siege from a deadly gang of mercenaries, and when he discovers their role in his brother’s demise, he sets out on a relentless quest for vengeance.",379.856,175,6.4,en,"Action, Thriller",https://image.tmdb.org/t/p/original/vTtkQGC7qKlSRQJZYtAWAmYdH0A.jpg
11/5/2021,Ida Red,"Ida Red may not survive her 20-year prison sentence for armed robbery. She turns to her son, Wyatt, for one last job and a chance to regain her freedom.",160.579,25,5.9,en,"Crime, Thriller, Drama, Action",https://image.tmdb.org/t/p/original/etMxKseW67499tUJonLNHXTF538.jpg
11/5/2021,Love Hard,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for Christmas, only to discover that she's been catfished. But the object of her affection actually lives in the same town, and the guy who duped her offers to set them up if she pretends to be his own girlfriend for the holidays.",19.278,1001,7.1,en,"Comedy, Romance",https://image.tmdb.org/t/p/original/oTkAFDZRLnqrXOrOwuy3Tvul0v5.jpg
11/5/2021,One Shot,"An elite squad of Navy SEALs, on a covert mission to transport a prisoner off a CIA black site island prison, are trapped when insurgents attack while trying to rescue the same prisoner.",622.24,382,6.8,en,Action,https://image.tmdb.org/t/p/original/3OXiTjU30gWtqxmx4BU9RVp2OTv.jpg
11/5/2021,Sooryavanshi,"A fearless, faithful albeit slightly forgetful Mumbai cop, Veer Sooryavanshi, the chief of the Anti-Terrorism Squad in India pulls out all the stops and stunts to thwart a major conspiracy to attack his city.",352.368,93,5.8,hi,"Action, Crime, Thriller",https://image.tmdb.org/t/p/original/8p3mhjyLjHKtaAv8tFKfvEBtir0.jpg
11/5/2021,We Couldn't Become Adults,"Prodded by a friend request, a feckless forty-something recalls his past relationships from the 90s onward, looking for his vanished hopes and dreams.",19.38,9,6.2,ja,"Drama, Romance",https://image.tmdb.org/t/p/original/z3ul9VzWk8Vk5ic7EKujLn8eDeP.jpg
11/7/2021,Father Christmas Is Back,"Four sisters – Caroline, Joanna, Paulina, and Vicky – reunite for the Christmas Holiday in a Yorkshire mansion. However, their estranged father, James, joins in for the first time since he left the family behind decades prior. The group attempts to get through the holiday despite comedic misunderstandings, while also uncovering the long-buried secret that tore their family apart, so many years ago.",40.093,91,4.8,en,"Comedy, Family",https://image.tmdb.org/t/p/original/mI6mFCO3lrJ4ovzwfmoLs58uhlK.jpg
11/9/2021,Dear Rider: The Jake Burton Story,An irreverent entrepreneur overcomes a series of adversities to create a new sport- and unexpectedly launches a global cultural phenomenon: snowboarding.,30.475,7,5.6,en,Documentary,https://image.tmdb.org/t/p/original/2mKSQgAYo1ix9v608Ni1SQOyl7j.jpg
11/10/2021,Clifford the Big Red Dog,"As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.",585.011,1100,7.3,en,"Family, Adventure, Comedy, Fantasy",https://image.tmdb.org/t/p/original/oifhfVhUcuDjE61V5bS5dfShQrm.jpg
11/10/2021,Happiness Ever After,"This sequel to ""Happiness is a Four-Letter Word"" finds Zaza, Princess and Zim living new chapters of their lives amid loss, family grudges and new love.",15.406,23,7.7,en,"Romance, Drama",https://image.tmdb.org/t/p/original/xPizWp78D0Rt0q1G7ujYmjmfhL7.jpg
11/11/2021,Flashback,A woman lawyer travels back in time and crosses paths with other women in history who fought for women's rights.,41.223,61,6,fr,Comedy,https://image.tmdb.org/t/p/original/wLJEwWOUmHHBW2HxkP8LEoqvq1L.jpg
11/11/2021,Ghostbusters: Afterlife,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",839.904,2225,7.7,en,"Fantasy, Comedy, Adventure",https://image.tmdb.org/t/p/original/sg4xJaufDiQl7caFEskBtQXfD4x.jpg
11/11/2021,Row 19,"A young female doctor and her 6-year-old daughter are on an overnight flight in a violent storm. When passengers on the half-empty plane inexplicably begin to die, the woman’s grip on reality weakens and she is forced to relive her worst childhood nightmare.",30.781,4,4.6,ru,Horror,https://image.tmdb.org/t/p/original/ymLXnBDKHXVCLYBoSnY9mhlQynH.jpg
11/11/2021,"tick, tick... BOOM!","On the cusp of his 30th birthday, Jonathon Larson, a promising young theater composer, navigates love, friendship, and the pressures of life as an artist in New York City.",57.724,1140,7.9,en,Drama,https://image.tmdb.org/t/p/original/DPmfcuR8fh8ROYXgdjrAjSGA0o.jpg
11/12/2021,14 Peaks: Nothing Is Impossible,"In 2019, Nepalese mountain climber Nirmal “Nims” Purja set out to do the unthinkable by climbing the world’s fourteen highest summits in less than seven months. (The previous record was eight years). He called the effort “Project Possible 14/7” and saw it as a way to inspire others to strive for greater heights in any pursuit. The film follows his team as they seek to defy naysayers and push the limits of human endurance.",39.25,152,7.5,en,Documentary,https://image.tmdb.org/t/p/original/saGMNCD6ayFqmOb9mX2MkkMmW7w.jpg
11/12/2021,Apex,"Ex-cop Thomas Malone is serving a life sentence for a crime he didn’t commit. He is offered a chance at freedom if he can survive a deadly game of Apex, in which six hunters pay for the pleasure of hunting another human on a remote island. He accepts, and once he arrives, all hell breaks loose.",249.46,402,5.4,en,"Action, Thriller, Science Fiction",https://image.tmdb.org/t/p/original/chTkFGToW5bsyw3hgLAe4S5Gt3.jpg
11/12/2021,Belfast,"Buddy is a young boy on the cusp of adolescence, whose life is filled with familial love, childhood hijinks, and a blossoming romance. Yet, with his beloved hometown caught up in increasing turmoil, his family faces a momentous choice: hope the conflict will pass or leave everything they know behind for a new life.",50.971,414,7.2,en,Drama,https://image.tmdb.org/t/p/original/3mInLZyPOVLsZRsBwNHi3UJXXnm.jpg
11/12/2021,Ciao Alberto,"With his best friend Luca away at school, Alberto is enjoying his new life in Portorosso working alongside Massimo – the imposing, tattooed, one-armed fisherman of few words – who's quite possibly the coolest human in the entire world as far as Alberto is concerned. He wants more than anything to impress his mentor, but it's easier said than done.",261.672,412,7.5,en,"Animation, Comedy, Family, Fantasy",https://image.tmdb.org/t/p/original/1SyTnaY0wte69oKdqxQLvxPT3hs.jpg
11/12/2021,Detetive Madeinusa,"A bumbling new detective is hired by a billionaire lobbyist to investigate the theft of a prized ox. To unravel the peculiar case, he forms an unbeatable team with his assistant Uóston, the waitress and psychic Marcela, the detective accessories store clerk Larissa and the hacker Zuleide. Together, they embark on a fun investigation.",27.143,8,4.6,pt,Comedy,https://image.tmdb.org/t/p/original/57zz2DffLRTAwbIxomUkJnmXgxU.jpg
11/12/2021,Home Sweet Home Alone,"After being left at home by himself for the holidays, 10-year-old Max Mercer must work to defend his home from a married couple who tries to steal back a valuable heirloom.",143.382,375,5.2,en,"Family, Comedy",https://image.tmdb.org/t/p/original/fP3VvqUjEBjawxZHL4sYCq2ZdJD.jpg
11/12/2021,Mahjong Nights,Alexa witnesses a simple mahjong night turned bloody when all the player's dark secrets are discovered - including Alexa's illicit affair with her stepfather.,15.137,3,4.7,tl,Thriller,https://image.tmdb.org/t/p/original/bOWuycAHVWoAXy6gFPVoPbdtYGM.jpg
11/12/2021,Procession,Six men who were sexually abused by Catholic clergy as boys find empowerment by creating short films inspired by their trauma.,22.871,13,6.1,en,Documentary,https://image.tmdb.org/t/p/original/1t1bf7upwyEDq0OGpz0DvNhk7Ki.jpg
11/12/2021,The Belly of the Sea,"June, 1816. A French navy frigate ran aground on a sandbar off the coast of Senegal. Attempts to free the board were futile - the crew had no choice but to abandon ship. Since the available boats were not enough to accommodate the entire crew, the team built a raft. It accommodated 147 people: soldiers, sailors, several passengers and officers. The plan was for the boats to tow the raft. But the cable broke and the raft drifted into the open sea. For those who were on the raft, a harsh and cruel struggle for life began.",134.626,2,4,es,Drama,https://image.tmdb.org/t/p/original/1cWTIKU8UGWdqprPaoHlCdF6U6l.jpg
11/12/2021,The Simpsons in Plusaversary,"The Simpsons host a Disney+ Day party and everyone is on the list… except Homer. With friends from across the service and music fit for a Disney Princess, Plusaversary is Springfield's event of the year.",418.589,251,6.6,en,"Animation, Comedy, Fantasy",https://image.tmdb.org/t/p/original/p5jzbffrXuBTjsiwrQ3aOMTrvCj.jpg
11/15/2021,Never Back Down: Revolt,An amateur fighter is lured by a trafficking syndicate specializing in elite underground fighting where her brutal captor forces her to fight or face certain death.,149.856,45,6.6,en,Action,https://image.tmdb.org/t/p/original/icAG01wZyy1ZpS3UEnPReph3jMV.jpg
11/17/2021,Bruised,"Jackie Justice is a mixed martial arts fighter who leaves the sport in disgrace. Down on her luck and simmering with rage and regret years after the fight, she's coaxed into a brutal underground fight by her manager and boyfriend Desi and grabs the attention of a fight league promoter who promises Jackie a life back in the Octagon. But the road to redemption becomes unexpectedly personal when Manny - the son she gave up as an infant - shows up at her doorstep. A triumphant story of a fighter who reclaims her power, in and out of the ring, when everyone has counted her out",46.71,280,7,en,Drama,https://image.tmdb.org/t/p/original/axibOQF9QnThrr8M37ufAYurP4R.jpg
11/17/2021,The Power of the Dog,"A domineering but charismatic rancher wages a war  of intimidation on his brother's new wife and her teen son, until long-hidden secrets come to light.",85.664,1320,6.8,en,"Drama, Western",https://image.tmdb.org/t/p/original/kEy48iCzGnp0ao1cZbNeWR6yIhC.jpg
11/18/2021,I Am Mortal,"Set 200 years in the future, a small band of rebels face off against the status quo where humans have achieved immortality through genetic engineering",29.334,8,5.3,en,"Science Fiction, Fantasy, Drama",https://image.tmdb.org/t/p/original/3ZNbjTwJ36alybDWu7yKyMwXhGp.jpg
11/18/2021,Just Short of Perfect,"A divorced lawyer falls for a charismatic cardiologist. But when their difference in size leads to family friction, is she ready to listen to her heart?",20.511,84,6.3,pt,"Romance, Comedy",https://image.tmdb.org/t/p/original/glFwaNYHhzUa1pao25O2o2aFkxj.jpg
11/18/2021,King Richard,"The story of how Richard Williams served as a coach to his daughters Venus and Serena, who will soon become two of the most legendary tennis players in history.",161.55,845,8,en,"Drama, History",https://image.tmdb.org/t/p/original/2dfujXrxePtYJPiPHj1HkAFQvpu.jpg
11/18/2021,Mission «Sky»,"In the center of the story are three main characters - Lieutenant Colonel Soshnikov, Captain Muravyov and Major Zakharov. Three ages, three different characters, three different destinies, which are destined to meet at the Khmeimim military base.",17.133,34,9,ru,"Drama, War",https://image.tmdb.org/t/p/original/fRWz8DU3iMnN6w4xCwqODBJcLip.jpg
11/18/2021,The Princess Switch 3: Romancing the Star,"A priceless relic is stolen from identical royals Queen Margaret and Princess Stacy, who enlist the help of their sketchy look-alike cousin Fiona Pembroke to retrieve it.",52.763,279,7,en,"Romance, Comedy",https://image.tmdb.org/t/p/original/bknLygnlfMjiLahnAncvKFXXRMs.jpg
11/18/2021,Zeros and Ones,"Called to Rome to stop an imminent terrorist bombing, a soldier desperately seeks news of his imprisoned brother — a rebel with knowledge that could thwart the attack. Navigating the capital's darkened streets, he races to a series of ominous encounters to keep the Vatican from being blown to bits.",256.443,117,5.3,en,"Thriller, War",https://image.tmdb.org/t/p/original/a6balsDWCFMHPaPT6rFoBpNjR6z.jpg
11/19/2021,A House on the Bayou,"In an effort to reconnect and mend their relationship, a troubled couple and their preteen daughter seek an idyllic getaway to a remote mansion in rural Louisiana. But when unexpected visitors arrive, their facade of family unity starts to unravel, as terrifying secrets come to light.",38.633,24,5.8,en,"Horror, Thriller",https://image.tmdb.org/t/p/original/3qCUy997QKgZDieby5sF6mMHAsB.jpg
